text,label_ids
6269	insect lore live butterfly pavilion i got this butterfly pavilion for my birthday . it 's awesome ! i really enjoyed watching the larvae form their chrysalides . it was very exciting to see the painted lady butterflys emerge from their chrysalides ! as they dry and harden their wings you can see the beautiful colors on thier backs . the underside of their wings looked almost like camaflouge with eyes in it . they like sugar water and fresh slices of oranges . nine out of the ten larvae emerged as butterfly 's . they were beautiful . i had fun watching them . we released them outside ( since it is summer ) . we are hoping to see them and their families around our yard . i asked my mom to order more larvae so we can see it again .,"[280, 513, 458]"
6270	izumi sweater shaver i have owned many cheap sweater shavers and they just did n't do the job . the izumi sweater shaver is the best i have owned and it is worth every penny ! it 's fast and makes my sweaters look new again .,[]
6271	philips norelco hq8 spectra tripleheader replacement heads the shaver itself has the advantage over rechargeable of a lighter mass . the replacement heads worked fine but worked noticeably better at first than after a few shaves .,[]
"6272	celestial seasonings african tea , orange mango rooibos , 20 count tea bags ( pack of 6 ) i started drinking red rooibos tea when i gave up caffeine . i especially like the celestial seasonings blends because the flavors are satisfying and the price is reasonable . i tried more expensive rooibos teas and found i did n't like them as well . so many of them have too strong flavors that completely overpower the gentle rooibos experience . i drink orange mango rooibos tea daily , maybe 3 or 4 cups a day . it has a harmonious blend of flavors that enhances just about anything you eat with it ( especially dark chocolate ) and also makes a great treat all by itself . for even more decadence , add a splash of cream . it also makes a great iced tea .","[8, 313, 355, 340]"
"6273	fisher price dora i bought this doll for my granddaugher with a "" ballerina "" change in clothes . since we live so far from our granddaughter , we were told by her parents that she loved her new dora and kept changing her clothes all the time . she has set up chairs for all her dora dolls to play together ! i think this doll was a hit for a three year old dora lover !","[200, 3]"
6274	spin ball by tiny love while i imagined this to be small but this was tiny . i like the toy but is small . great toy just be aware of the size,[]
"6275	swede o strap lok xxl i 'm an advanced tennis player with floppy ankles due to many former injuries . these ankle braces are great . i have this style with the external figure 8 , and also the internal figure 8 braces . i use the external for serious matches because they feel a bit more supportive and i can control the placement of the straps more easily . this external also has the additional top flap which adds more support and also covers the laces which tend to flop around . it also keeps the vecro from sticking to sweatpants . the internal figure 8 does not have the top strap , so you have to tuck the laces into your socks to keep them from coming undone or flopping around in an annoying way . the internal figure 8 also tends to knot and tighten up which makes it harder to get on and off sometimes . but i like the internal straps for informal matches or practice since they 're a bit lighter weight . i alternate between to the two styles so that i have a pair drying while i wear the other . great product .",[382]
6276	pecoware thomas the tank engine spoon and fork set i have twin boys and they love these ! we have to wash them several times a day because they love eating with them . the set is of high quality and very durable .,[]
"6277	viralys ( l lysine ) oral gel for cats , 5 oz i could n't get my cat to voluntarily eat any of the 34 treat 34 versions of l lysine . with the gel , i can squeeze a blob onto her fur and then she has to lick it off ( very sneaky , i know ) . i 've been giving it too her four about a week now and her eyes already look a little clearer and sneezing has subsided .",[]
6278	medela pump save breastmilk bags 50 pack i use medela breastmilk bag in the first but later when milk production increases lansinoh becomes my favorite . lansinoh can hold more milk and it has double seal .,"[160, 313]"
"6279	protosound battery , 8 . 4v the price was reasonable and the battery was a perfect replacement for the dead battery in my model train . thank you for an excellent product !",[]
"6280	opi katy perry collection nail lacquer i love what it does ! but before you use it , try to watch the tutorial for the product on youtube to prevent making newbie mistakes . i 'm looking forward to the silver shatter .",[]
"6281	air scense air freshner natural orange this is the best air freshener made . the big biz companies make a spray that dissolves surfaces and finishes . i do n't recommend spraying it onto any thing , but if the mist settles it does n't appear to damage . the cats are really picky . this is the air spray they sit for . ( they are n't the reason i use it ) i just like the fresh scent it 's not perfume yi 'm a hairdresser and use it in the shop . i have n't tried the other products , but will .","[25, 220, 221]"
6282	nutiva coconut oil organic we use this for all of our cooking . it is great for frying any thing . to me it makes things taste better . it is the only oil i use . we stopped using all other oils now except extra virgin olive oil for my salads . we even add a half teaspoon to our hot tea and it gives it a great flavor . my wife even uses it for her hair . it makes it soft and now she has no more split ends .,"[1, 355, 357, 455, 456, 360, 9, 458, 8, 397, 241, 498, 216, 346, 187]"
6283	magnetix 17 count lights when my wife ordered this she was just hoping to get some extra bars and balls . so she should have looked more carefully at what she was buying . this kit comes with 8 translucent bars,[]
"6284	wahl 9918 6171 groomsman beard and mustache trimmer the trimmer itself is a very good product and is in the tradition of the even better , fondly remembered old wahl trimmers . the attachments are , however , a disaster . they are made poorly and fit poorly , as so many other customers have pointed out . the attachment to adjust the length is the worst it does n't fit the blade well and pops off during use . the only solution is to buy another brand .",[]
"6285	adc adscope 603 stainless stethoscope i just recently had to replace my last adc adscope and it broke my heart , i had it for six years , had i not been leaving it out in my car in the arizona sun i doubt it would have met the end it did , because of the sun damage this winter the tubing froze and broke , ( just dont hang any stethoscope in your car ) i work as a paramedic and much prefer adc over any other brand , i have gone threw a littman or two and for the enviroment i work in the adc was far superior for hearing over a diesel engine , i did use a littman on occasion when also working as a tech in the clinical setting , as its better in a "" quieter "" enviroment , but in the ride i had to pile linen under the arm to hear the bp and not just road engine , and i just plain dont like the electronic ones , but hey when the poo hits the fan most people are happy to use what ever stethoscope is closest to them ( even the 2 disposables lol ) , so really in the end it comes down to what you will be using it for and what you can afford . they all have their place , really i have been reading these reviews and i think sometimes its only the brand price getting reviewed and not the actual product , if your looking for a affordable , reliable in any setting stethoscope in my opinion i highly recommend you try adc",[]
"6286	designer imposters fragrance deodorant body spray , confess , 2.5 oz . i absolutely love this product ! it lasts and lasts all day ! i ca n't believe how many compliments i get when i wear it . everyone is always asking me "" what is that fragrance you 're wearing ? "" everyone loves the scent !","[24, 25, 10, 220]"
"6287	fish colors mix n match peg puzzle love it ! such a good item to help my toddler , who loves puzzles , learn colors . i would definitely recommend any mom of a toddler to get it !","[200, 3]"
"6288	sunsation pool float i bought this float when i learned that the one i really wanted from another company was out of stock until after the summer ended . the float is basically fine , except it is a little narrower and a little thinner than i expected . i ultiumately was able to get the originial frontgate float that i had wanted , and it is considerably wider and thicker for about the same cost .",[]
"6289	cat dancer 101 cat dancer interactive cat toy i have 4 cats and each one likes different toys . one cat loves to jump up for bouncy things and carry small toy mice . ( i find the bathtub stopper in the strangest places ! ) one of my cats goes crazy for catnip while the others can take it or leave it . one loves to play with the trapped ball inside the donut track . but one cat goes absolutely crazy for the cat dancer to the point of having to hide it from her . even so , she figures out where i put it and goes shopping for it ! it 's a fantastic toy .","[263, 127]"
"6290	tarrazu montecielo whole bean gourmet coffee great coffee received it as a gift from folks who traveled to costa rica and bought it off the plantation . had to have more and found it here ! i 've ordered several times , and have given it as gifts to others . wonderful coffee and prompt service from this company . would highly recommend them .","[449, 515, 366]"
"6291	fisher price rainforest open top cradle swing even though the swing takes up a bit of space , the fisher price rainforest cradle swing is well worth the space . the fact that it can operate with or without batteries due to the plug in feature is the main reason i purchased it . these options make it possible to use the swing anywhere . it also has a nice variety of options such as the ability to swing side to side or front to back along with several positions , sounds and speeds . once the basics are acquired such as a crib and car seat , be sure to purchase this swing or one like it for yourself or as a gift . nothing has helped our family 's colicky babies like time in a swing .",[]
"6292	premier twist and treat dog toy someone gave this as a gift to my dog . the idea of it is great , but it does n't really work well . you 're supposed to screw the two halves together and depending on how "" tightly "" they are , the crack between them adjusts to allow different sized treats to fall out . the problem is often times , it 's either too tight or too loose , meaning the treats either do n't fall out at all or all fall out within 5 seconds . i have n't used it much because of this , since my dog either gets frustrated because nothing ever comes out or eats all the treats quickly .",[]
"6293	barbie girls mp3 player green my 8 year old daughter recieved this toy as a birthday present , and she really enjoys listening to it . the volume does not go up very loud , so i do not have to be concerned that she could damage her hearing . the only issue is the toy 's durability . we are currently on our third player in less than a month 's time . the first player simply did n't work at all . i exchanged it for a second that worked for about two weeks then just fried . i was able to exchange the second for yet another player . i just hope this one lasts a little longer . if you do purchase this toy , be sure to keep your reciept .",[513]
"6294	now foods , relora 300 mg i will say that this is the only supplement that i have ordered contiually . i give it 4 stars because it makes me tired during the day . i take 2 before bed and it keeps me mellow until the next night . i like that i do n't get the anxiety that i used to get , i just am not crazy about feeling so mellow all the time . it does what it says though and i keep reordering so there ya go .",[]
6295	harper brush works 24 inch rough brissle heavy debris outdoor push broom with handle brace 587124a 1 i was really surprised at how well this broom worked and that it actually did what it was supposed to . i specifically got this for my garage . when i got the package before i even opened it i was alittle concerned because it felt so light . first thing i did was to try it out . i didnt know push brooms could do such a good job . i know how much work its taken to sweep out the garage in the past . i was finished so soon i kept looking around to see what it missed and it hadnt missed a thing . sure there was a little here and there but there is always that kind of thing with a broom . when i sweep my kitchen floor with a regular broom there can be little things it misses . this actually did a better job then the brooms i use for inside my house . if you have a lot of small spaces to sweep this will not be a good option . you know that up front thou because its 24 inches wide . it made the job of sweeping out the garage so easy . i could have used the leaf blower to clear out the debri but generally what u get when u do that is alot of stuff flying around and the dirt and dust just end up back on the floor . its alittle tough to say alot of great things about a broom . simply put,[96]
"6296	petsafe small 2 way locking cat door i bought this cat door because my 2 cats have their food , water and litter boxes in the basement and did n't want to continue leaving the basement door open . the installation was super easy . the door itself is a basic cat door with no bells and whistles . once my cats got used to going through it , they like it . its also a safe zone for them from my dog . my one cat is near 15 pounds and she easily fits through with no struggle . that was my main concern as she is a pretty large cat . the only complaint i would have is the actual swing door sticks a bit so the cats had a small problem getting through . we took off the swing door and just have the frame of the door on and now it works great . i would recommend it if you are not looking to spend too much .","[152, 281, 459]"
6297	body ecology kefir starter this is my first time using kefir starter and i am very pleased with the product . i 'm on my fourth batch from one packet ( can do up to seven batches ) . really tastes good and is suppose to be better than yogurt .,"[313, 213]"
"6298	the body shop body butter during the winter , my skin gets very chapped . i just started using this product and i rarely have to reapply ... just once in the morning and my hands stay moisturized all day .",[313]
"6299	casual canine blue snowflake sweater size medium my dog and i love this sweater . it fits snugly , but not too snugly . it only rides up slightly , less than other sweaters . it definitely keeps her warm and she look so sweet in it too ! with the weather as cold as it has been , this sweater has been a great purchase for us .",[425]
"6300	omega paw paw cleaning litter mat , tan this would be great if my cat did n't side step it on the way out of her morning , mid morning , noon , mid noon , evening , mid evening and twice nightly kitty litter routine . it must bother the pads of her feet so i gave it away .",[73]
"6301	southern comfort coffee for christmas people typically give me coffees for stocking stuffers or "" those little somethings "" that they can give without spending fifty bucks . one of these small packages was included in an assortment this year . on the plus side , although it 's a small package , without skimping you can get the better part of two twelve cup pots from this at one scoop for every two cups . on the down side , this is one of the more unpleasant tasting entries into the fray of flavored or premium coffees . clearly banking on the name "" southern comfort "" . personally i do n't taste a stitch of southern comfort in this but it does have a weird artificial flavoring about it . i 'd made a thermos of this one day and was startled at both the generally strange taste and the unpleasant aftertaste . so the next morning , not being one to waste , i made a pot of coffee with what was left of this along with four scoops of another sampler , dunkin donuts coffee . my wife gets up , comments on whatever it was we had , said it tasted bad even with creamer to disguise the taste , and grilled me to see if that 's what this was . i confessed to this being about 1 3 of the soco coffee but tried to be encouraging , saying that this pot is 2 3 some other type of coffee . no go . she was going to pour the whole pot out and make a new one with the next brand we had ! i hate wasting things , even if they do n't taste good , so i had her fill my thermos with that pot before draining the last few ounces down the garbage disposal . i 'm drinking that mixed pot now from the thermos , even though i 'd endured this stuff straight up yesterday . for my taste i do find that creamer helps mask the chemical like flavoring of the southern comfort coffee , or maybe it 's due to the stuff being watered down by coffee from a different sampler , or both . but on its own , with no dilution with other brands and no creamer , this coffee has subtle overtones of the laboratory and a sour aftertaste pack a toothbrush . if you already have some of this but have n't tried it yet , save it for when the in laws come over and you want every minor nuance to suggest that a polite visit should n't last more than ninety minutes .","[400, 49, 360, 349, 397]"
"6302	swheat scoop natural wheat cat litter bag , 40 pound no litter is good litter , but if you have to use it , this is good stuff ! i have tried every kind of clay , clumping cat litter on the market , and most recently a corn arm hammer one ( which is horrible ! ) and then tried this one . i have 2 kittens , so i think all they do is sleep , play , and poop . they took to it well . it clumps great , i sprinkle baking soda in after scooping . it still smells much less than other brands , and i love that i can just flush it and not worry about disposing of a bag of cat poop along with the already gross litter box ! i use the multi cat one , and i like it ! worth the extra cost .","[482, 444, 397, 214]"
6303	fisher price dora the explorer my talking backpack kiddo got this for a present . she is really enjoying it . i think it 's slightly overpriced but she is digging it so what can you do . the video camera that came with it barely fit inside . i like the picture showing the camera and binoculars but again what can you do .,[]
"6304	pamela 's ultimate baking and pancake mix , 4 pound bag i love this mix for pancakes the best . the recipes on the back of the bag have all worked out well !","[444, 213, 397]"
"6305	panasonic er411nc nose and ear hair groomer let 's face it , when you get older , you get hairier . are you sick of seeing dad with bushes growing out of his ears and nose ? you bet you are . sure , he will grimace when he opens it up , but he 'll be on his way from crusty gross nose to queer eye approved nasty hair free guy in seconds . it 's quite easy to use , and it does its job . feels a little bit weird the first few times , and remember you have to wipe down afterwards ( otherwise little hair dust will be coming out all day ! ) . takes one aa battery , which lasts for a month or so or regular use , unless , of course , you grow hair at truly prodigious rates .",[]
"6306	dream essentials sweet dreams contoured sleep mask with earplugs and carry pouch , black out of the package it is a near perfect sleep mask . exceptionally comfortable and blocks light except for a little bit around the nose area . sadly , it is not washable or long lasting . ok , you could wash it but it will just fall apart more quickly . less than three months passed before the fabric started separating away from the foam core . now , it is useless . too bad the mfg does n't do something to hold the layers together because it is otherwise wonderfully lightweight , effective and comfortable . decent price if it lasted a full year . for a throwaway however , it is overpriced .","[241, 243, 182, 215, 345, 425, 124, 494]"
"6307	nylabone dura chew ring dog chew toy , original flavor , giant my 16lb pug min pin dog loves to chew and this satisfies his need . the only complaint i have is that when he gets distracted while chewing it drops on the floor and it 's so loud .",[]
"6308	ghirardelli chocolate premium hot cocoa mix , double chocolate , 16 ounce tins ( pack of 4 ) i 've bought ghirardelli hot chocolate before , but it was a different type . the ghirardelli double chocolate premium hot cocoa mix does n't mix well with hot milk , and you have to smash it up against the side of the cup with your spoon to break up the blobs of powder . this hot chocolate is n't as sweet as the other ghirardelli cocoa i 've bought before . all in all , i 'm a bit disappointed in its suitability for hot chocolate , but might try using it for baking just so it does n't go to waste . update","[160, 355, 313, 425, 444, 397]"
"6309	cars if you have kids who love lightnight mcqueen the movie cars , this is a must have ! also , finally finding lizzie was nice , this was the only place i was able to find her to add to my son 's collection of cars pixar die cast cars .",[340]
"6310	leapfrog fridge phonics magnetic alphabet set styles may vary we bought this toy for my speech delayed 2 year old and she loves it . she is obssessed with the alphabet and constantly brings the little magnets to us and tells us what letter it is . she knows the entire alphabet now and the alphabet song . what i really like about this toy is that it gives multiple sounds for the letters that need them , unlike her favorite alphabet phonics video . we could n't be happier with this toy !","[459, 301, 207]"
"6311	wahl blade set . 1045 we have four sons ( plus the dad ! ) , so there are a lot of haircuts at our house . our wahl trimmer has always been a blessing , but it became more and more painful at haircut time as it slid through the boys' hair . we found this replacement blade set on amazon . problem solved ! the razor is once again gliding through hair . i threw my last wahl away , not knowing that the blades could be replaced . this was the perfect answer to our problem . )",[]
"6312	thomas friends 3 piece dinnerware set pecoware thomas is always a big hit with the kids ! this particular set is high quality , very colorful and just plain fun . thanks pecoware for making this wonderful memory maker .",[340]
"6313	philips avent washable nursing pads , 6 count i tried these also because i use cloth diapers , etc . and i have yet to find a washable pad that can actually hold enough for one nursing , even with doubling up . my absolute favorite pads are curity brand , the price is good and they hold a huge amount of liquid . they also stay in place without a sticky backing , so until i find a good washable , i guess that 's what i 'll be using !","[494, 215]"
"6314	airborne effervescent health formula dietary supplement , lemon lime , 10 count containers ( pack of 3 ) we are big airborne fans . the lemon lime flavor is good and i like it better than the orange flavor . we use it at the first sign of a cold and it seems to reduce the duration of the cold . i 've found that many people at work also use airborne . it 's a great product . however , i have heard that sometimes it does n't work too good if you take it too late .","[128, 129]"
"6315	k h cool bed iii cooling dog bed my dogs used it over the summer , and so far , no leaks . definitely seems tougher than the other brand i tried a few years ago , which leaked within a year . living in arizona , i kept my home thermostat higher this past summer to save on my electric bill . i 'm sure my two dogs appreciated the pad , and i will probably buy another so they each have their own .",[]
"6316	columbia baby backpack with ripstop trim we originally bought a land 's end diaper bag based on recommendations from the baby bargains book . i do not like that bag . although it has lots of pockets , it was very bulky and did n't fit as much . so , off i went looking for another bag and found this one at a babies store in town . i liked that it was lightweight and that i could carry my purse , the baby 's car seat , and have the diaper bag on my back without feeling overwhelmed . the bottle cooler keeps bottles very cold . the only criticism i have is that i wish that there were a couple more pockets in the bag . otherwise , i love the bag !","[243, 124]"
"6317	hasbro playskool t.j . bearytales animated plush bear love this bear . soft , durable , so cute with the moving head , ears , arms . cute story , and like that you can purchase more stories . thought it was a great price for such a nice product . i got it for my 10 month old granddaughter for christmas . the smiles and expressions on my granddaughters face as she listened to him for the first time were pricless and made my daughter cry as she watched her . that says it all .","[241, 187]"
"6318	medela swing breast pump i have a medela manual pump that i got from the hospital , it hurts ! i was then turned off from pumping however with my second baby , i decided to try an electric pump and i am so glad i did ! i read many many reviews and decided to pay a bit extra for this pump because of all the positive reviews . the instructions are easy to follow and it is not noisy . i pumped with my two babies fast asleep next to me . i am relieved to have found this pump so now hubby and i can have a life again !",[]
"6319	melissa doug easel accessory set i bought the easel that this product goes along with , as well . this is a great product and a must have if you own an easel . the paint lasts for a very long time in the no spill canisters that comes with it . also , it is great for young children as painting builds their confidence and self esteem . it also teaches them to express themselves more freely . i am definitely not dissapointed in this product !",[455]
6320	power wheels 12 volt quick charger 2 plug this is not for the 12v battery so i do not even know how i got this .,[]
"6321	emerita ( pro gest ) pro gest cream pour toutes les francophones depuis deux ans je souffrais de bouff eacute es de chaleur qui invalidaient ma vie de couple , ma vie professionnelle , me bouffaient la vie tout simplement . ma naturopathe avait r eacute ussi plusieurs fois agrave me trouver un traitement ( igname , maca , hom eacute opathie , sauge , soja , oral yam , isogyn , ergyflavone , oligo eacute l eacute ments , fleurs de bach ) mais la dur eacute e d'action s'est r eacute v eacute l eacute e de moins en moins longue . une bouff eacute e toutes les heures le jour , toutes les deux heures la nuit , de 10mn agrave une demi heure . je voyais tout en noir et j'appr eacute hendais de voir le matin sur le visage de mon compagnon les cons eacute quences de ces nuits morcel eacute es et raccourcies . sans compter ce que vous connaissez , l'horreur d'une bdc dans le m eacute tro bond eacute ou lors d'une r eacute union importante sans pouvoir se d eacute couvrir , le sexe en berne , la fatigue g eacute n eacute rale , le manque d'entrain , la raideur articulaire , le manque de recul , l'impatience , j' eacute tais "" sur des eacute pingles "" , agrave fleur de peau et d'une susceptibilit eacute incroyable . je me refusais de prendre un tsh allopathique . j'ai test eacute personnellement d'autres pistes hom eacute opathiques , la gemmoth eacute rapie ( airelle , framboisier et pommier ) , l'hydrolat de sauge , triolinum ( graines de lin ) et autres produits parapharmaceutiques .... sans aucun succ egrave s . c'est une amie qui a fait des eacute tudes de naturopathie qui m'a sugg eacute r eacute d'essayer ce produit am eacute ricain , vendu sur internet . au bout d'une semaine , j'ai constat eacute que grce agrave cette cr egrave me pro gest d'emerita les bouff eacute es perdaient de leur intensit eacute . apr egrave s trois semaines je n'en avais plus une seule dans la journ eacute e . il ne m'en reste qu'une vers 5h du matin qui perd de sa force jour apr egrave s jour . j'ai retrouv eacute le sourire ) , mon p eacute tillant , ma libido remonte , mon sexe a retrouv eacute sa vivante moiteur , j'ai de nouveau une belle eacute nergie . les langues de mon entourage maintenant se d eacute lient",[313]
"6322	melissa doug beginner band in a box 1 while i purchased this for my daughter a little prematurely , she loves it . i gave it to her when she was about 8 months old and she loved being helped to play the xylophone . she 's still teething and i was afraid she would ruin it ( like everything else within hand 's reach ) but this has actually stood up amazingly well to her strong jaws ! now , at nearly 12 months , she plays it on her own and is so proud of making music ! in addition to be fairly durable it plays at a delightful pitch that is not at all annoying to listen to and it encourages actual music making . i 'm glad that i bought this set !",[364]
6323	white diamonds by elizabeth taylor for women edt spray 1 oz ( fragrance fragrances ) my mom really this . she has been wearing this for years and i brought it for her a few days age . product arrived in a timely manner and the way it was shipped was very secure . thank you a lot !,"[24, 25, 10]"
6324	revlon colorstay overtime liquid lipcolor the only lip color that i have used that lasts all day . i put it on and then blot after a minute or so and finish with lip gloss . no other product that i have used has compared to this one .,[]
"6325	bucky 40 blinks mask ultralight eye mask , dark chocolate , one size i use to love this product , however this version of the bucky 40 blinks eye mask is not made to last . with in a month the lining that rest on the face peels away . i thought i may have gotten a defective mask yet me second mask also peeled away with in a month . the eye mask it 's self is to narrow and lets light in . the elastic strap is very uncomfortable and leaves tender spots on my head . very disappointing . wish they would go back to the older version .",[355]
"6326	blood tonic syrup i have always been anemic . i 've taken those awful iron pills which had an effect on my body that i do n't like . i finally went to an acupuncturist who gave me this "" blood tonic "" . after taking it for 2 days i noticed that i had more energy and could think more clearly . when i ran out my energy level went back down . my local health food store gave me a different brand and it does n't work . this product helped me and did not give me any side effects . the increase in energy did not feel artificial ( my heart was n't racing etc ) . i 'm so happy to find it on amazon . com , i 'm ordering a supply so i do n't run out again .",[]
"6327	ralph by ralph lauren for women , eau de toilette natural spray entrega en tiempo establecido por el vendedor , producto nuevo y en perfecto estado y correctamente embalado . compre con toda confianza",[25]
"6328	petmate 22501 litterlocker plus with microban , white planet blue i like the litter locker since i 'm now in an apartment . it is handy and it keeps the smell locked away . i would say buy this product .",[]
"6329	nutri pet research nupro joint supplement for dogs , 5 pound i bought this for my 4 year old golden retriever who is experiencing some arthritis in his joints . within a few weeks of using this product , i have noticed such a huge improvement in his activity . he is jumping all around and playing with our 3 year old german sheperd just like they were puppies again . highly recommend this product ... it really works !",[444]
"6330	lixit original dog faucet waterer what can i say it works ! ! my dog dog seems to love it , he has n't made one complaint to me about it . replaces an old one he had that , well , just got too old from the elements and was leaking . highly recommend !",[]
"6331	versus blue jeans by gianni versace for men , eau de toilette spray 2 . 5 ounces my hubby mentioned he used to love this back in the day . i 'm glad i found it . i gave it to him for xmas and head has worn it everyday since . lol",[25]
"6332	sunbeam 731 500 heating pad with ultraheattechnology heats up fast , and even on low can get too hot for me . cheap , works great , and my back does n't ache as much . would recommended to anybody looking to buy a cheap but quality heating pad .",[]
"6333	leachco safer bather infant bath pad , blue fish this thing rocks ... when i was pregnant with my second son the one thing i dreaded was bathing a squirmy , slippery infant , my first had hated being bathed until he was about three months old and i always wound up almost as wet as the baby because of him squirming and how awckward using a tub was . well , i found out about this on the bru website and read all the reviews and decided this was for me . i do n't regret getting it one bit and am looking forward to many years of use . it was so easy to bathe my newborn in it , i ca n't imagine ever wanting to use one of those horrible plastic tubs again . you get to use both arms to bathe and rinse your baby while the comfy warm pillow holds him in place for you . it 's just great ! and i do n't wind up soaking wet after bathing my baby anymore , which is another big plus . just make sure you squeeze out all the water every time you 're done using it , so you do n't have to worry about mildew . if for some reason you do get some mildew in it , soak it in hot water and one cup white vinegar for an hour , then wash in your washing machine and it should be good as new . enjoy bath time with your baby , it 's one of the fondest memories you 'll have !","[216, 315, 254]"
"6334	dinosaur bar b que original sensuous slathering bbq sauce 19 oz i love this sauce , it is , as another reviewer noted more runny than most other sauces , but that is a good thing . it does n't get the gluey , sticky feel of many others and it has no high fructose corn syrup ( the first ingredient in a lot of others ) . this brand has extra hot versions , but i like the original one the best .","[497, 214]"
"6335	lawry 's spaghetti sauce spice seasonings , original style , 1 . 5 ounce packets ( pack of 24 ) i looked everywhere locally for it , but could n't find it . i was so delighted to find it here on amazon . i had n't made this dish in years , because i would n't use any other sauce . my church group loved the dish i made , and i attribute that success to the sauce . thanks for selling it .",[497]
"6336	hershey 's baking pieces , cinnamon chips , 10 ounce bags ( pack of 6 ) i have been using hershey 's cinnamon chips for over a year , using the cinnamon roll recipe on the bag . this is hands down the best cinnamon roll ever . i have made these cinnamon rolls for family , friends , and students that i teach and it is the most requested breakfast i continually get asked to make . i buy by the dozen and they get used up fast . i love these chips !","[480, 482, 372, 458, 444, 397, 255]"
"6337	waterpik ultra water flosser since my late teens i have had an issue with impacted wisdom teeth ( decided to come in sideways ) unfortunately i do not have dental insurance or i would have them pulled . anyone who has had wisdom teeth issues know how much of a pain they can be as food can get stuck between them . i mainly purchased this to help with that issue and to keep my back teeth healthy , and it works wonders . with the variable speeds and heads you will be able to find a setup that you are comfortable with , adults all the way down to kids should be able to use this with no problems . the tank holds sufficient water to go over both the top and bottom , front and back of your gum line without refilling . this unit can also handle mouthwash and or anti bacterial oral solutions without an issue . it also includes heads for those of you who may have braces . i have noticed a significant decrease in tartar around my gum line . my only real complaint is the unit runs continuously all the time when it 's on . the button on the handle will stop the flow for a few seconds , i keep thinking however that it should be the other way around ( button turns flow on instead ) . so if you forget to push the button in before removing it the water will squirt all over . also , i have had no issues with leakage like a few have claimed . over all this is a terrific product and will give a big boost to your dental health .","[49, 455, 436, 340]"
6338	hoover h3000 floor mate hard floor cleaner cleans fine but it doesnt suck up the water likes its supposed to . all it does is push the dirty water around the floor so i end up on my knees with paper towels cleaning up puddles . hey at least it pools it for me ..... but definetly not worth the money for that !,[]
"6339	baby trend diaper champ this was very helpful for the fact that you can use regular bags instead of refills , but the smell that comes from it is not friendly at all . i have washed it at least 3 times and the smell does not seem to go away . i would not recommend that you buy this product .",[]
"6340	my first lab duo scope microscope my 4 year old son used the included dropper to put some stagnant water from a dish under a flower plot onto a slide and then looked at it it was full of nematodes , with some ameobas thrown in ugh . the backlight is super bright at 100x magnification and you can see their internal structure . then he squirted the rest of the water into my ear while i was looking into the scope . i noticed that he has been washing his hands more without being asked after seeing some of these real life "" germs "" . this is a great toy .",[]
"6341	orville redenbacher 's gourmet microwavable popcorn , movie theater butter light , 3 count boxes ( pack of 12 ) best tasting light popcorn , period . wish they sold it around here , but amazon provides a good option .","[449, 515, 313, 366, 271]"
"6342	shiseido fitit aquair moist hair pack naoshi essence 220ml 7 . 8fl . oz . a co worker recommended this to me after listening to complaints about how hard it is to deal with my daughters' hair . he purchased this for me at an asian store in which he travelled about 2 hours to get to . when they no longer carried it , i frantically searched the web to find it . it was difficult because the only part of the title that matches the bottle is "" shiseido and naoshi essence "" the rest is mostly in japanese . i was ecstatic to have finally found it here . it was about 9 cheaper at the store and there was also a refill bottle available . still i was excited to find it again . as the other reviewers have mentioned the smell is awesome . it is reminiscent of fresh linen or laundry detergent ( not as potent ) . it has a "" clean "" scent , like you just stepped out of the shower . i know that smell is in the "" nose "" of the beholder , yet i have received several compliments on the smell in both my daughters' hair and mine . my daughters' have very thick and long hair . it can be very difficult to maintain . i have tried a number of detanglers with my primary complaint always remaining the same",[220]
"6343	leapfrog leapster and l max recharging system not for use with leapster 2 i thought i was addressing the leapfrog leapster recharging system here and not the toy itself , but here 's my review of both . the toy is great . well made , solid as a rock and age appropriate . my 8 year old daughter , who has the nintendo ds , constantly tries to sneak the leapster from my 6 year old son . my 6 year old son has been lusting after the ds , but does n't yet have the skill set to play it ( he 's still not reading ) . so , this game was a godsend . the downside of the game is that it comes without so much as an ac adapter . it runs through batteries waaaaaaaaaay too fast . noticing the unit has a jack for an ac adapter , i checked amazon to find one . surprized that this was only 9 . 99 , i almost bought it but opted to read the reviews first . the reviewers , who noted that unplugging the adapter brought the game down and that a player was confined to the vicinity of a power outlet to benefit from this , steered me away from the adapter and towards this recharging system . and the reviewers for this recharging system steered me away from the re seller vending the product through amazon . as of september 5 , 2009 the leapster l max recharging system was available directly from leapfrog for 27 . 99 . this included shipping . walmart was out of stock ( at their web site ) and their advertised price was 34 . 99 the leap frog list price . as to the reseller asking 84 . 99",[436]
6344	john deere animal sounds hay ride my baby boy loves this tractor . it stands up to his bashing it around . he also loves the animal sounds .,[]
